Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
08/06/2022,10.097,8.36,7.647,7.754,8.3,11.071,10.772,7.678,7.889,8.249,10.69,10.508,11.342,13.544,12.295,13.2,22.748,25.418,27.754,30.13,28.284,31.138,30.113,30.312,30.41,32.492,27.523,27.094,27.262,28.562,25.858,21.221,18.156,15.74,13.502,9.468,9.543,9.972,10.008,9.684,6.26,6.355,6.279,6.547,7.296,7.272,7.263,9.751
09/06/2022,8.211,7.313,7.445,9.288,10.412,10.056,7.491,7.279,7.601,9.571,9.691,9.708,9.545,10.371,9.423,11.611,22.894,25.98,28.784,28.37,28.116,31.383,30.317,33.619,32.976,33.98,29.626,29.439,23.446,22.86,18.727,16.556,16.61,11.71,9.37,8.633,9.442,10.862,10.851,10.649,8.199,7.706,7.94,8.091,8.544,9.456,9.614,11.451
10/06/2022,11.487,10.104,10.39,11.384,12.571,10.159,7.496,7.459,7.899,10.114,9.987,9.739,9.221,9.351,10.066,9.139,22.143,22.34,25.334,26.705,31.966,29.338,29.878,31.771,31.685,29.616,26.719,29.89,19.971,16.915,14.484,12.476,12.132,8.064,7.51,6.828,8.523,9.523,9.334,8.741,5.847,5.839,5.938,6.288,6.972,7.049,6.991,9.533
11/06/2022,7.063,6.795,6.946,8.204,10.138,9.891,7.716,6.987,6.972,8.695,8.859,8.873,8.888,9.007,8.492,7.068,9.175,9.127,8.184,9.188,7.939,6.377,6.814,8.307,8.813,8.357,9.135,8.093,5.957,5.7,7.073,10.03,9,8.34,8.537,5.873,5.482,5.777,8.357,8.806,8.825,8.804,6.449,5.957,6.595,9.872,10.2,10.102
12/06/2022,10.133,9.113,7.251,7.152,8.765,10.104,9.956,10.099,10.066,9.039,5.813,5.815,7.186,11.609,11.583,9.999,9.274,7.563,6.002,5.242,7.181,9.516,10.011,9.295,8.564,7.435,5.026,5.511,6.257,9.67,10.344,9.691,8.732,5.347,5.564,5.477,8.655,8.583,8.748,8.743,5.945,5.849,6.005,8.988,9.948,9.972,10.09,8.348
13/06/2022,7.19,7.112,9.42,10.229,10.023,9.927,9.883,7.188,7.484,8.311,10.037,9.401,10.049,12.665,10.937,14.304,21.497,26.537,29.645,30.039,30.439,32.42,31.956,34.968,32.945,30.821,28.889,30.166,23.246,20.715,19.157,17.573,15.473,11.47,8.828,8.246,8.612,10.347,10.099,9.631,7.037,6.439,6.276,6.567,7.186,7.508,8.367,9.708
14/06/2022,7.524,7.618,7.834,9.879,10.68,9.475,7.649,7.774,9.007,10.779,10.184,10.058,8.926,10.63,11.143,12.384,24.207,24.72,27.804,29.081,31.534,31.613,29.957,33.331,31.128,34.044,31.364,23.664,21.533,19.647,19.38,17.53,14.928,10.076,8.345,7.524,8.962,9.862,9.646,9.339,6.3,6.159,6.026,6.108,6.855,7.097,7.186,10.02
15/06/2022,7.195,7.45,7.128,9.118,10.419,9.226,7.241,7.426,8.333,10.788,9.855,9.766,8.751,9.528,10.085,12.89,21.024,23.816,26.599,28.481,27.607,29.667,30.895,30.204,25.224,31.085,27.845,24.768,26.734,22.027,17.636,15.442,14.964,11.412,8.916,7.714,8.947,10.066,10.236,9.811,6.72,6.605,6.677,6.44,7.21,7.803,7.687,7.786
16/06/2022,10.733,7.954,7.716,7.627,9.485,10.647,9.351,7.807,7.947,8.743,10.21,10.148,10.728,11.623,12.281,12.941,22.416,25.731,29.333,32.827,30.588,31.174,29.336,32.554,33.79,35.77,30.68,28.51,23.167,22.575,18.636,15.819,11.393,8.923,9.197,7.896,8.508,9.799,9.982,9.43,6.86,6.413,6.322,6.413,7.426,7.863,7.462,7.584
17/06/2022,10.212,7.812,7.493,7.57,8.638,10.488,9.579,7.558,7.832,8.333,10.635,9.994,10.316,10.971,10.423,12.634,24.032,26.112,26.496,27.35,31.296,32.895,31.904,33.012,30.907,33.384,28.999,24.243,24.963,22.851,18.691,15.216,12.466,8.494,7.814,7.395,8.909,10.047,9.955,9.046,6.651,6.629,6.641,6.761,6.715,7.637,7.915,8.859
18/06/2022,9.159,7.515,7.841,8.304,10.637,10.637,8.364,7.656,7.848,10.049,9.54,9.511,9.488,9.202,9.029,8.186,9.98,9.823,8.417,8.986,8.825,6.89,8.163,8.076,9.005,9.497,8.266,9.458,5.782,6.439,7.757,10.054,8.813,8.765,8.806,6.43,6.452,6.55,8.976,9.351,9.579,8.198,6.612,6.576,8.093,10.368,10.572,10.469
19/06/2022,10.738,7.935,7.747,8.247,10.695,10.853,10.884,10.86,10.817,7.935,7.27,7.649,9.569,12.147,12.363,10.805,9.927,6.214,7.232,7.226,9.087,11.494,10.301,10.534,8.727,6.415,6.584,6.72,8.907,10.025,10.373,11.002,6.855,5.791,5.578,8.108,8.979,9.18,9.065,8.11,6.288,6.368,7.524,9.379,9.764,10.464,10.349,7.433
20/06/2022,7.668,9.125,10.714,10.694,10.618,10.656,8.292,7.843,9.178,10.472,10.615,10.738,10.738,12.994,11.81,13.505,23.59,27.744,26.187,27.183,25.428,26.203,30.401,30.447,30.893,28.724,30.307,25.023,21.267,19.082,17.295,16.44,14.746,10.719,9.072,8.292,9.032,10.649,10.544,10.164,7.006,6.715,6.843,7.464,8.067,8.026,7.954,7.988
21/06/2022,10.226,8.94,8.1,8.132,8.071,10.661,11.095,8.643,8.119,8.679,8.751,10.356,10.776,12.775,11.266,11.954,21.735,26.189,26.369,26.83,25.776,25.93,25.474,27.293,28.978,31.721,24.497,24.511,19.678,18.259,17.597,14.422,12.027,9.067,7.843,7.433,8.844,9.718,9.543,9.271,6.286,6.194,6.101,6.197,7.022,7.33,7.394,8.398
22/06/2022,9.475,7.318,7.308,7.33,10.344,10.33,7.498,7.33,7.572,9.886,10.198,9.675,8.705,9.737,9.915,11.912,24.3,26.026,27.857,28.68,28.616,30.727,31.512,28.39,23.916,20.789,18.727,15.704,16.035,14.887,13.99,13.664,10.435,9.643,8.038,7.495,8.727,9.718,9.694,9.087,6.195,6.144,6.247,6.339,6.394,7.481,7.457,7.424
23/06/2022,10.219,7.649,7.493,7.44,8.573,10.469,9.175,7.267,7.673,8.355,10.039,9.831,9.617,9.85,11.801,11.715,22.104,22.628,27.787,29.079,28.697,31.215,28.344,30.152,31.14,30.994,24.785,23.808,21.819,20.374,18.706,16.282,13.107,9.806,8.873,8.086,8.235,9.629,9.893,9.212,6.31,6.111,6.029,6.068,6.382,7.068,7.023,7.054
24/06/2022,9.456,7.8,7.061,7.076,7.143,10.087,10.061,7.418,7.534,7.409,8.998,9.5,9.763,11.247,9.449,9.977,23.866,23.835,27.01,27.73,27.919,29.897,29.472,30.031,29.645,30.374,29.076,22.469,19.294,18.226,16.097,13.834,13.083,8.911,7.4,7.056,8.249,9.528,9.19,8.813,6.178,5.979,5.866,5.955,6.468,7.095,6.97,8.465
25/06/2022,8.338,6.655,6.984,7.016,9.958,9.843,7.145,6.903,6.737,8.923,9.094,8.768,7.229,8.441,8.523,8.374,8.746,8.95,8.724,8.302,5.148,6.266,9.01,9.626,9.118,8.074,8.931,4.778,4.654,6.967,9.951,9.867,8.779,8.009,6.216,5.479,5.508,7.231,8.784,8.612,8.82,6.831,5.839,5.976,8.386,9.944,9.979,9.881
26/06/2022,8.983,6.955,6.893,8.434,10.421,10.013,10.052,10.2,8.719,7.157,6.291,8.314,9.101,11.672,11.683,10.601,8.103,6.101,5.643,7.33,7.726,10.068,10.176,10.215,6.238,5.643,4.911,7.37,7.817,9.799,9.128,9.267,5.628,5.515,5.871,8.4,8.321,8.556,7.342,5.858,5.859,6.509,8.842,8.974,9.372,9.776,6.998,7.102
27/06/2022,7.452,9.578,9.701,9.552,9.771,8.727,6.95,6.992,9.85,10.716,10.272,9.915,9.759,11.023,10.243,10.236,21.516,22.308,28.023,29.076,27.622,30.106,26.203,29.091,26.722,29.799,24.785,26.36,19.966,20.124,17.527,16.784,13.354,11.338,8.024,7.699,8.155,9.387,9.543,9.339,6.523,6.075,6.142,6.293,7.042,7.035,7.023,8.078
28/06/2022,9.864,7.004,7.066,7.483,10.128,10.136,9.055,7.27,7.193,9.233,10.954,11.163,10.325,11.36,10.714,11.983,23.148,27.672,28.565,26.621,28.162,27.883,28.38,31.728,30.353,33.487,25.049,22.843,22.507,19.86,17.297,12.663,8.842,7.937,6.922,6.679,8.511,9.521,9.353,8.993,5.943,5.969,5.933,5.998,5.993,7.164,7.027,8.038
29/06/2022,9.26,7.082,7.148,7.467,9.97,10.001,7.666,7.006,7.275,8.988,10.855,10.956,9.972,9.977,11.693,17.285,17.623,20.42,22.682,24.384,26.996,30.627,24.271,19.944,16.889,16.589,15.053,13.486,13.157,13.178,12.017,10.769,9.137,6.754,6.32,6.814,7.987,9.286,9.326,8.854,5.599,5.611,5.811,5.732,6.233,7.052,7.027,8.782
30/06/2022,7.846,6.948,6.977,7.087,9.972,9.699,7.008,6.848,7.133,10.1,9.782,9.425,9.017,9.533,9.634,10.373,11.343,13.721,14.919,12.867,14.232,15.211,18.094,18.883,17.494,16.03,16.076,15.655,14.247,12.123,12.375,10.759,9.946,7.985,7.62,6.991,8.012,9.53,9.716,9.358,6.735,6.324,6.37,6.293,6.48,7.301,7.256,8.676
01/07/2022,9.338,7.28,7.347,7.188,9.746,10.236,7.846,7.21,7.709,9.972,10.064,10.255,9.365,9.718,10.275,11.707,12.25,13.954,13.615,14.057,14.458,15.343,16.198,15.267,14.338,15.051,13.824,15.324,13.649,10.239,9.66,8.035,7.601,6.792,7.046,6.888,8.206,9.413,9.48,8.71,5.722,5.652,5.774,5.7,6.826,7.003,6.951,7.229
02/07/2022,8.986,6.643,6.835,6.792,9.207,9.78,7.86,6.924,7.184,8.822,9.293,8.758,8.158,8.458,8.482,7.548,10.236,8.664,8.237,8.153,6.701,5.088,6.698,7.527,9.639,7.966,8.391,6.42,5.163,5.292,7.572,8.981,9.092,7.942,4.978,5.191,5.376,6.879,8.815,8.662,7.536,5.652,5.77,5.621,8.484,9.816,9.816,8.504
03/07/2022,6.941,7.143,7.215,9.845,9.807,9.742,9.483,6.886,6.886,7.164,9.175,8.763,8.631,11.316,9.108,7.073,6.032,9.113,8.532,9.072,8.751,9.137,7.27,7.121,5.957,8.333,8.65,8.172,8.844,6.588,7.543,7.03,8.537,8.664,8.487,8.542,6.519,5.71,5.643,7.279,9.051,8.784,8.95,7.376,6.166,6.9,8.407,10.09
04/07/2022,10.102,10.171,10.083,7.647,7.02,7.198,10.054,10.071,10.572,10.649,10.268,9.427,6.922,9.704,10.668,10.69,12.214,14.132,15.319,15.696,16.385,17.604,15.108,15.259,15.317,16.087,15.819,16.15,12.535,11.345,9.562,9.31,10.028,8.023,7.052,6.732,7.946,9.824,9.466,9.161,6.506,5.96,6.142,6.166,7.184,7.322,7.248,9.797
05/07/2022,7.479,7.757,7.335,9.113,10.323,8.791,7.083,7.263,8.753,10.774,11.153,10.409,7.742,10.128,10.944,11.499,14.108,14.856,14.191,14.76,16.104,18.228,19.241,17.496,16.992,17.371,15.411,16.803,14.813,13.383,10.539,9.85,8.751,7.81,7.011,7.123,8.66,9.605,9.718,8.943,5.825,5.813,5.976,5.945,7.03,6.922,7.546,9.504
06/07/2022,6.948,6.943,6.871,8.576,9.725,9.97,7.09,7.227,7.106,10.488,10.373,9.807,9.603,9.59,10.179,12.444,14.319,14.22,14.995,13.676,17.969,20.967,20.115,19.042,19.503,21.643,18.272,18.295,14.312,11.88,11.592,12.833,11.074,8.768,7.827,7.478,8.681,9.739,9.936,9.809,6.48,6.207,6.288,6.331,7.088,7.555,7.543,10.102
07/07/2022,7.98,7.445,7.462,9.036,10.57,10.318,7.558,7.596,8.055,11.019,10.673,10.647,9.322,9.924,9.502,11.228,12.507,15.406,17.434,15.547,17.398,17.508,19.786,17.016,15.617,16.476,16.061,16.291,13.793,11.455,8.998,8.604,8.165,7.928,7.078,6.487,7.692,8.96,8.911,8.657,5.669,5.78,5.693,5.804,5.89,6.751,6.85,6.759
08/07/2022,9.807,7.027,6.809,6.708,7.212,9.97,10.179,6.917,6.785,6.848,9.012,9.103,9.564,12.276,9.49,9.053,12.286,12.125,11.165,12.447,13.519,16.289,15.228,15.617,15.072,14.364,13.812,13.577,11.996,10.874,9.468,7.484,7.709,6.845,6.881,6.934,8.436,9.653,9.509,8.571,5.94,5.885,5.811,5.974,6.502,7.094,7.056,8.94
09/07/2022,7.997,6.751,7.136,6.963,9.204,10.073,8.777,7.119,7.19,7.606,9.799,8.995,8.796,9.48,8.319,8.153,8.854,9.545,9.096,9.874,6.951,6.463,7.119,9.135,9.713,8.58,8.244,7.052,5.398,4.92,7.133,9.682,9.9,8.614,6.739,5.352,5.443,5.72,8.669,8.986,8.496,5.618,5.789,5.763,7.858,9.85,10.073,9.351
10/07/2022,6.833,6.876,6.91,9.852,9.754,9.665,9.032,6.706,6.821,7.268,8.991,8.741,8.794,10.911,8.127,7.351,5.818,9.235,8.446,8.856,8.194,8.11,6.593,7.263,7.973,9.156,8.22,8.201,6.584,5.95,7.27,8.683,9.773,7.927,7.64,5.237,5.415,5.583,7.939,8.662,8.738,6.91,5.777,5.837,6.343,9.723,9.955,9.555
11/07/2022,7.049,6.941,6.922,8.815,9.927,9.871,8.484,6.951,6.927,7.788,9.607,9.293,9.274,11.371,8.808,9.86,10.635,12.854,14.369,16.407,17.988,16.997,17.079,19.488,19.572,17.304,18.464,19.639,13.966,10.016,8.897,8.619,7.363,7.323,7.203,7.169,8.117,9.701,9.667,9.32,6.101,6.228,6.053,6.576,7.229,7.601,7.251,7.313
12/07/2022,10.09,7.21,7.282,7.229,7.855,10.287,9.262,7.145,7.265,7.268,10.082,9.857,9.651,10.851,9.744,9.355,11.611,11.523,11.247,11.302,11.242,10.817,12.663,12.159,13.015,10.62,7.104,7.399,9.754,6.962,7.935,7.827,8.405,6.475,6.511,6.905,8.304,9.55,9.927,8.945,6.091,6.137,6.211,6.094,6.783,7.083,7.243,7.042
13/07/2022,7.817,9.43,7.179,7.099,7.256,8.607,10.154,9.25,7.19,7.152,7.26,9.932,9.804,12.533,10.858,8.52,9.576,10.313,10.887,10.294,11.204,11.806,12.144,11.873,10.212,10.56,8.957,7.711,10.822,10.135,9.615,8.77,8.023,6.644,6.783,7.018,8.739,9.581,9.653,9.576,6.214,6.223,6.317,6.372,7.191,7.275,7.406,8.122
14/07/2022,9.569,7.313,7.445,7.776,9.912,10.325,7.983,7.467,7.594,9.965,10.601,9.864,9.293,9.703,9.586,10.083,11.933,13.111,13.829,15.266,20.069,22.512,21.149,21.466,19.217,18.862,18.151,15.999,14.023,12.051,6.958,7.227,7.675,6.886,6.521,6.689,7.587,9.422,9.435,9.065,6.3,5.861,5.912,5.835,6.929,6.812,6.751,7.09
15/07/2022,9.591,6.931,6.862,6.883,8.179,9.816,8.324,6.931,6.941,7.126,10.119,9.495,9.55,9.999,9.792,10.296,12.586,13.915,15.416,14.906,19.894,21.59,23.676,20.508,21.164,20.211,19.243,18.936,17.323,13.275,9.032,8.436,7.366,6.953,6.862,6.581,7.853,9.075,9.108,8.606,5.842,5.798,5.811,5.672,6.418,6.816,6.727,8.076
16/07/2022,7.995,6.569,7.03,6.91,8.945,9.859,8.983,6.848,6.907,7.148,8.714,8.604,8.458,11.071,8.119,6.857,7.344,8.105,7.447,7.841,7.625,7.318,5.974,6.974,6.809,9.159,8.453,8.662,6.766,6.007,7.443,7.078,9.509,8.391,8.549,5.756,5.616,5.815,7.203,8.645,8.619,7.786,5.847,5.674,6.86,9.677,9.836,9.627
17/07/2022,8.988,6.866,6.816,7.296,9.788,9.864,9.773,9.029,6.84,6.905,7.716,8.854,8.631,11.261,10.152,6.776,6.372,6.314,8.904,8,8.83,8.64,6.526,6.116,4.817,7.33,7.491,7.858,5.871,6.816,5.89,6.631,5.777,8.021,8.506,6.43,5.208,5.429,5.48,6.696,8.803,8.84,5.736,5.755,6.881,6.869,9.766,9.984
18/07/2022,8.576,6.912,6.835,6.766,9.272,9.883,9.927,7.469,6.847,7.085,7.538,9.344,9.415,11.916,9.509,9.228,11.026,12.315,11.501,11.175,9.85,10.872,10.791,10.27,8.7,9.85,8.986,9.288,8.367,9.036,8.002,7.015,6.617,6.408,6.363,6.514,8.004,9.679,9.754,8.71,6.036,5.95,5.875,5.907,7.267,7.102,7.037,6.898
19/07/2022,7.02,7.023,9.898,7.028,7.018,7.035,7.306,8.463,10.049,7.57,6.674,6.358,6.473,11.633,9.879,9.173,12.718,12.972,10.212,9.936,9.178,10.956,11.201,11.189,13.279,11.232,10.157,11.232,11.259,10.798,12.055,9.665,8.755,7.217,7.03,7.155,8.631,9.698,9.423,9.288,5.856,5.919,5.938,6.317,7.037,6.984,7.032,7.702
20/07/2022,9.593,7.126,7.188,6.989,9.471,10.253,8.429,7.205,7.303,8.011,10.025,9.387,9.377,9.864,9.192,9.471,9.999,11.554,11.388,11.132,12.355,12.543,13.819,14.676,14.998,12.411,14.028,11.038,9.132,10.587,9.524,10.613,9.243,7.347,6.883,7.054,8.448,9.617,9.451,9.488,6.139,6.089,6.005,6.142,7.03,6.994,7.186,8.319
21/07/2022,8.859,7.02,7.104,6.982,9.387,10.037,8.926,7.085,7.092,7.868,10.217,9.56,9.742,11.611,9.418,9.3,10.913,10.474,11.381,12.636,11.583,13.771,13.836,14.347,13.354,10.128,8.582,11.417,10.517,9.398,8.818,9.012,6.958,6.463,6.629,6.814,7.683,9.495,9.566,9.137,6.437,6.072,6.007,6.139,7.205,7.488,6.996,7.114
22/07/2022,8.396,9.398,7.203,7.044,7.15,9.989,10.027,7.853,7.152,7.217,9.365,9.473,9.859,11.94,9.608,9.838,10.654,10.855,11.014,10.79,11.276,12.379,12.788,12.521,11.338,9.876,7.208,10.253,9.778,8.141,8.811,8.22,6.864,6.178,6.065,6.147,7.757,8.943,9,7.767,5.623,5.662,5.756,5.77,6.893,6.79,6.759,6.725
23/07/2022,6.269,8.333,8.019,6.778,6.836,6.751,9.641,9.543,6.835,6.742,6.778,8.374,8.53,11.119,9.118,7.042,6.264,6.209,8.355,8.573,8.947,7.635,6.583,7.697,8.076,9.274,8.05,7.808,4.958,6.173,6.286,9.96,8.895,8.463,5.849,5.669,5.65,6.171,8.823,8.875,7.728,5.94,5.681,6.346,9.267,10.061,10.054,7.863
24/07/2022,6.977,6.91,8.276,9.895,9.953,9.886,6.97,6.951,7.039,9.641,9.955,9.14,8.431,8.556,7.918,7.896,8.477,8.815,8.753,8.712,6.459,6.643,7.678,8.638,9.3,8.393,9.116,6.917,5.729,6.487,7.587,9.696,9.687,8.338,5.59,5.364,5.669,7.078,8.628,8.597,8.098,5.722,5.851,6.178,9.091,10.008,10.027,9.027
25/07/2022,7.092,6.927,7.215,9.963,9.902,10.143,9.608,6.907,7.083,7.591,10.349,10.33,9.641,12.494,10.14,10.227,11.494,11.187,11.391,12.192,10.906,12.848,12.454,13.212,12.319,10.769,11.597,11.576,10.971,12.134,10.385,8.405,7.92,6.403,6.49,6.351,7.347,8.851,8.777,8.607,6.377,5.523,5.503,6.171,6.62,6.72,6.821,8.904
26/07/2022,7.383,6.521,6.581,8.206,9.509,9.574,6.627,6.495,6.612,9.931,10.284,9.269,9.293,9.444,10.018,10.306,11.213,11.261,11.695,11.808,11.6,13.275,13.637,13.172,11.515,10.702,8.439,10.287,10.419,9.127,9.067,9.478,7.332,7.176,6.938,6.464,7.925,8.984,9.144,8.647,5.559,5.693,5.652,5.902,6.694,6.672,6.735,7.505
27/07/2022,9.197,6.979,6.687,6.778,8.674,9.674,8.765,6.655,6.924,8.206,10.126,9.123,9.67,9.963,9.747,10.104,10.735,11.556,11.331,11.419,11.079,11.676,12.365,12.617,10.848,10.553,7.848,9.199,11.369,9.521,9.401,8.189,7.123,6.303,6.283,6.497,7.983,9.362,9.413,9.127,5.705,5.59,5.501,6.262,6.715,6.737,6.739,7.128
28/07/2022,9.466,6.679,6.855,6.843,8.006,9.759,8.835,6.871,7.316,7.255,10.15,9.68,9.444,10.875,9.914,10.404,10.865,11.307,11.067,10.8,11.042,12.67,11.918,12.519,10.02,8.336,7.128,9.922,10.003,8.912,7.654,7.258,6.891,6.053,6.128,6.619,7.368,9.291,9.101,8.87,5.657,5.566,5.698,6.221,6.919,6.672,6.728,6.694
29/07/2022,6.972,9.509,6.792,6.778,6.689,7.27,9.909,9.108,6.723,7.023,7.051,9.284,9.47,12.072,10.551,9.2,10.817,10.532,9.785,10.86,9.572,10.253,10.937,12.142,10.987,7.944,8.72,11.547,8.316,7.93,9.017,8.448,8.691,6.915,6.473,6.658,8.35,9.31,9.233,8.323,5.722,5.705,5.691,6.663,6.804,6.799,6.66,6.54
30/07/2022,9.113,6.509,6.663,6.583,8.084,9.61,8.556,6.562,7.037,6.927,9.631,9.552,8.59,8.259,7.529,7.301,7.666,9.099,8.35,8.081,5.287,7.452,6.632,9.977,7.702,8.167,7.095,5.319,5.426,5.943,9.941,9.317,9.18,5.484,5.108,5.184,6.053,8.22,8.417,7.037,5.599,5.571,5.566,8.77,9.704,9.763,7.054,6.711
31/07/2022,7.109,8.441,9.74,9.684,9.72,7.092,6.634,6.67,8.835,9.727,9.574,9.665,6.478,8.079,7.579,9.586,8.508,8.302,8.571,7.43,5.511,6.567,7.563,9.341,8.784,7.553,8.184,5.107,5.691,5.65,9.166,9.778,8.467,6.178,4.858,4.939,5.436,8.273,8.446,8.686,6.055,5.547,5.691,7.373,9.632,9.506,8.907,6.696
01/08/2022,6.704,6.617,9.579,9.492,9.528,9.552,7.606,6.617,7.236,10.063,10.392,9.605,9.569,11.931,10.736,9.694,9.874,10.421,10.675,9.989,10.471,11.703,12.01,12.727,11.384,11.424,12.235,11.703,12.348,12.377,11.611,9.523,8.976,6.965,6.979,6.953,7.781,9.482,9.672,9.185,6.466,6.015,6.363,7.171,7.164,7.14,7.167,7.781
02/08/2022,9.78,7.114,7.159,7.203,7.858,10.1,8.47,7.092,7.224,7.095,9.36,9.96,9.427,9.339,10.39,9.811,11.091,12.353,11.535,11.664,10.714,11.167,12.627,12.528,10.855,7.961,9.353,11.815,8.153,9.038,10.208,9.029,8.189,6.91,7.02,6.843,8.201,9.288,9.449,8.494,5.842,5.856,5.94,6.934,6.97,6.859,6.946,6.826
03/08/2022,8.616,8.223,6.845,6.795,6.987,9.679,9.747,7.505,7.092,6.65,8.825,10.267,9.255,11.055,9.111,9.867,10.658,11.002,11.122,10.8,10.999,11.688,13.265,12.161,11.952,8.393,8.731,10.239,9.86,8.94,8.938,9.485,8.036,7.15,6.749,6.48,8.179,9.327,9.187,9.063,5.856,5.873,6.725,6.747,6.867,6.768,6.747,6.806
04/08/2022,9.159,8.148,6.886,6.881,7.277,9.919,9.84,8.477,7.224,7.387,8.033,9.494,9.468,12.214,11.566,9.869,9.569,11.031,10.301,11.268,10.265,12.855,11.808,12.156,10.253,10.75,7.114,9.091,9.816,8.708,8.21,8.391,7.805,6.775,6.773,6.727,7.493,9.365,9.329,9.089,6.302,5.878,5.839,6.915,6.922,6.948,6.919,8.256
05/08/2022,8.758,6.722,6.869,7.695,9.965,10.145,7.284,6.876,7.267,9.142,10.404,10.267,9.747,10.582,10.421,9.833,10.829,11.434,10.692,10.918,10.745,13.171,12.173,12.689,10.608,10.556,9.022,8.53,10.92,10.371,8.89,8.362,7.491,6.312,6.382,6.651,8.108,9.202,9.466,8.508,5.964,5.969,5.904,6.982,6.838,6.967,6.97,7.037
06/08/2022,9.092,6.955,7.061,6.929,8.58,9.896,8.434,6.73,6.73,7.947,9.831,9.631,8.693,8.225,7.949,7.829,8.215,9.012,8.244,8.592,7.411,6.358,6.396,6.61,8.76,7.325,8.17,5.962,5.331,5.208,7.687,9.663,8.667,8.086,5.652,5.038,5.347,5.386,8.021,8.492,8.597,5.931,5.676,6.564,7.361,9.667,9.905,9.641
07/08/2022,7.054,6.603,6.836,9.151,9.641,9.797,9.8,6.874,6.706,6.636,9.499,9.569,8.506,10.812,8.909,7.332,6.053,7.721,8.621,8.753,8.465,9.19,6.61,7.268,5.772,8.374,8.429,8.472,7.616,5.955,6.504,6.192,7.726,7.584,7.906,6.499,5.35,5.374,5.506,8.523,8.583,8.086,5.662,6.559,6.701,8.333,9.833,9.713
08/08/2022,7.985,6.768,6.826,7.296,9.588,9.727,9.96,9.274,7.253,7.335,7.752,9.871,9.507,11.993,10.647,9.394,9.862,10.229,11.05,9.891,10.858,11.043,12.629,11.839,11.381,10.21,10.829,10.169,10.371,11.71,8.892,8.636,7.087,6.317,6.358,6.749,7.81,9.571,9.487,9.178,5.938,5.967,6.379,7.071,7.087,7.239,6.967,7.04
09/08/2022,7.126,9.039,7.663,7.044,7.001,7.03,8.616,10.08,7.419,6.972,7.176,7.98,9.519,11.798,9.922,9.766,9.867,11.294,10.563,11.213,10.443,12.01,11.652,12.324,9.156,7.335,9.259,9.919,7.839,7.956,9.399,7.771,6.797,6.168,6.389,6.391,8.136,9.267,9.636,8.182,5.669,5.597,5.693,6.747,6.809,6.824,6.778,6.802
10/08/2022,6.838,9.296,6.991,6.701,6.85,6.823,8.057,9.485,7.469,6.809,6.994,7.68,9.187,11.508,9.881,9.187,9.663,10.457,11.434,10.687,10.752,11.645,11.194,11.854,9.298,7.042,6.958,10.313,8.259,7.892,9.782,7.81,7.202,6.689,6.24,6.444,8.338,9.519,9.528,8.501,5.971,5.818,6.065,6.948,6.994,6.951,6.929,7.013
11/08/2022,6.987,6.919,9.166,7.572,7.006,6.926,6.963,8.95,9.946,7.246,7.33,7.476,7.901,11.726,11.057,9.005,9.821,10.728,11.931,10.188,10.224,12.115,12.046,12.437,10.647,7.788,8.213,10.279,7.769,7.116,8.921,7.824,7.388,6.079,6.223,6.382,7.838,9.461,9.634,8.535,5.739,5.71,6.099,6.73,6.807,6.72,6.847,6.756
12/08/2022,6.814,6.634,9.746,7.071,6.795,6.718,6.627,9.672,9.264,6.785,7.063,7.147,8.278,11.465,9.84,9.099,10.215,10.57,11.088,10.939,12.022,12.161,12.423,11.695,10.808,6.917,8.021,9.867,7.62,7.097,9.094,7.865,7.611,6.439,6.545,6.783,8.679,10.003,9.953,8.592,6.293,6.185,6.687,7.471,7.378,7.395,7.392,7.342
13/08/2022,6.747,6.943,7.311,9,8.506,7.308,7.263,7.352,8.465,10.292,8.242,6.915,6.01,9.25,10.759,10.311,6.696,5.866,4.875,7.222,7.846,9.065,8.095,6.504,5.199,4.683,7.531,7.536,8.249,4.726,6.953,6.348,6.548,5.7,8.484,8.616,6.199,6.166,6.207,6.319,6.176,7.464,9.859,9.084,7.222,7.253,7.356,7.291
14/08/2022,9.24,10.112,9.67,7.176,7.109,7.188,8.822,10.061,10.179,9.226,7.109,7.178,6.912,10.637,10.944,10.183,8.532,5.866,6.276,6.564,9.394,9.749,10.772,7.399,5.909,5.619,6.54,8.688,9.127,7.891,7.448,7.611,7.099,6.617,8.602,8.609,7.347,5.943,6.07,6.08,6.782,9.252,10.198,8.635,7.296,7.212,7.428,10.227
15/08/2022,10.207,9.982,7.292,7.251,7.186,8.712,10.176,10.181,10.22,7.306,7.567,7.836,10.44,12.377,10.923,10.159,10.388,12.461,12.43,13.256,13.699,14.086,15.238,14.554,13.553,12.857,13.647,12.881,13.488,13.344,11.528,11.17,9.435,7.692,7.488,7.611,8.546,10.114,9.838,9.581,6.92,6.545,7.577,7.613,7.74,7.589,7.654,7.851
