Date,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
11/04/2022,10.15,7.74,7.796,9.554,10.649,10.647,10.666,10.666,11.36,11.443,11.688,11.23,12.005,15.708,13.152,16.726,26.693,30.564,33.614,35.302,34.668,36.065,33.269,34.191,35.458,37.157,35.52,33.339,31.397,27.739,24.857,20.705,19.611,14.386,11.864,9.437,10.424,12.041,11.739,11.208,9.353,9.06,9.034,9.382,9.058,9.972,11.132,8.561
12/04/2022,8.76,8.703,11.468,11.407,11.458,10.58,8.568,8.762,10.33,12.384,12.187,12.079,12.564,15.399,14.811,16.601,27.072,28.618,30.588,31.807,34.551,32.811,34.335,34.99,35.064,34.455,29.726,31.846,26.15,24.245,23.403,19.051,15.821,12.235,9.696,8.508,10.14,11.273,11.064,10.438,7.743,8.443,8.492,8.388,8.249,8.028,10.971,8.371
13/04/2022,7.892,7.87,10.135,10.935,10.846,10.625,7.944,8.086,9.423,11.448,11.748,11.611,11.902,14.534,16.143,16.32,23.607,27.775,31.712,28.291,28.239,29.319,29.026,23.059,21.437,18.437,17.472,16.579,14.849,14.129,14.628,13.654,11.948,10.611,8.537,8.04,9.135,10.315,9.972,9.668,6.735,7.584,7.954,7.5,7.803,7.411,10.471,7.359
14/04/2022,7.505,7.517,9.348,10.373,9.471,7.411,7.4,8.086,10.716,10.872,11.415,11.822,9.833,12.195,11.467,10.99,13.911,14.96,12.305,11.919,11.561,12.12,13.344,12.763,12.797,10.529,12.034,11.254,10.574,12.089,11.657,12.247,11.098,8.888,7.872,7.67,9.32,11.091,10.464,10.416,7.296,7.918,7.949,8.081,7.971,7.968,10.435,7.74
15/04/2022,7.745,7.711,9.473,10.548,10.57,8.35,7.462,7.32,9.965,10.903,11.432,11.357,11.16,12.72,11.765,10.678,12.336,12.67,9.98,9.651,9.005,10.661,10.709,10.594,10.07,8.544,9.756,8.813,9.459,10.267,10.316,10.754,8.828,8.194,7.649,7.481,9.108,10.443,10.215,9.377,6.581,7.078,7.584,7.486,7.911,7.532,9.142,9.703
16/04/2022,6.881,7.375,7.407,10.342,10.402,9.884,7.949,7.644,8.739,10.668,10.587,10.579,10.08,10.964,9.691,9.61,10.006,9.943,9.955,10.042,9.574,11.122,11.873,8.791,8.088,7.539,10.726,9.907,9.85,11.117,9.958,8.564,7.21,7.527,9.101,9.046,9.192,9.559,6.449,6.427,6.804,10.157,11.018,10.76,10.675,9.166,7.306,7.346
17/04/2022,9.62,10.385,10.517,10.356,10.563,7.687,7.356,7.892,10.742,10.697,10.471,10.438,10.591,11.362,9.315,9.199,9.884,9.593,10.032,9.684,9.982,8.986,8.755,8.156,9.47,9.538,9.982,9.538,10.03,9.812,8.638,7.822,9.096,9.303,8.839,8.835,9.389,10.018,6.744,6.708,7.289,10.397,10.805,10.752,10.97,10.508,9.363,7.68
18/04/2022,7.634,9.483,10.534,10.544,10.51,10.471,10.532,7.93,8.271,8.991,11.57,11.813,11.115,14.304,12.312,11.979,12.197,12.31,13.208,9.989,10.205,10.39,11.376,10.928,10.284,9,9.612,9.626,8.976,10.731,10.517,9.526,9.063,7.711,7.241,7.287,9.041,10.697,10.469,9.96,7.39,7.169,7.791,7.831,7.94,7.414,10.027,8.458
19/04/2022,7.5,7.807,8.801,10.639,11.05,10.205,7.913,8.048,9.562,11.53,11.991,12.207,11.295,14.738,12.108,12.221,12.334,13.102,10.616,9.826,9.497,11.246,10.762,11.122,10.419,8.83,9.871,9.236,9.694,10.21,10.671,9.588,8.921,8.122,7.394,7.352,9.545,11.144,10.86,10.474,7.356,7.207,8.146,7.992,8.261,7.904,10.711,8.398
20/04/2022,7.901,8.004,9.948,10.666,10.896,10.359,7.932,8.009,9.336,11.525,12.101,12.878,11.976,15.473,13.419,12.151,12.778,12.742,11.035,9.855,10.155,10.846,11.463,10.771,10.635,8.712,10.147,9.312,10.155,10.063,10.839,9.819,8.643,7.779,7.802,7.404,9.358,10.8,10.423,10.023,6.787,7.284,7.863,8.093,8.042,7.882,10.558,7.683
21/04/2022,7.745,7.692,9.471,10.887,10.2,7.721,7.887,8.34,11.187,11.441,11.71,11.957,11.11,11.362,11.484,11.086,11.983,13.232,11.081,9.516,10.395,10.311,11.359,11.124,9.893,9.25,9.716,9.389,9.358,10.86,10.436,9.924,8.47,7.966,7.568,7.69,8.897,10.505,10.613,9.893,6.658,6.809,7.774,7.69,7.74,7.419,9.804,7.81
22/04/2022,7.481,7.359,9.598,10.68,10.183,7.63,7.704,8.354,11.367,11.247,11.686,11.825,10.536,11.573,11.729,11.386,12.574,12.773,10.947,9.475,10.097,10.248,11.379,10.733,10.064,9.439,9.598,9.308,9.43,10.762,10.075,10.392,8.436,7.959,7.397,7.395,9.13,10.407,10.044,8.964,6.468,6.691,7.63,7.961,7.702,7.179,8.237,9.958
23/04/2022,6.821,7.464,7.508,10.255,10.176,9.538,7.407,7.433,9.631,10.781,10.966,10.675,10.136,11.489,10.196,9.242,10.704,9.615,10.344,9.538,10.404,10.642,11.678,8.54,7.743,7.298,9.744,10.402,9.77,11.458,10.838,8.95,7.186,6.559,8.873,9.022,9.075,9.552,7.33,6.499,6.56,8.779,10.736,10.57,10.594,8.247,7.092,7.368
24/04/2022,9.259,10.184,10.162,10.147,10.644,8.943,7.558,7.488,9.874,10.474,10.536,10.805,9.73,13.114,12.238,9.147,7.349,8.988,10.15,9.814,10.214,10.935,11.468,11.15,10.265,6.197,7.474,7.824,10.044,11.369,10.997,11.592,8.955,6.415,6.233,6.939,9.168,9.6,9.557,8.808,6.555,6.377,8.549,10.64,10.62,10.133,10.157,7.863
25/04/2022,7.224,7.409,9.936,10.301,10.395,10.74,10.433,9.411,8.091,8.479,11.117,12.163,11.055,17.081,16.942,15.358,25.181,29.818,31.359,31.819,32.163,34.239,32.282,34.347,33.269,35.124,31.831,30.382,26.422,24.665,21.689,17.547,14.364,11.734,10.215,8.666,9.828,11.528,11.177,10.86,8.177,7.543,8.235,8.352,8.547,8.086,10.544,8.882
26/04/2022,7.928,7.942,9.73,10.844,10.834,9.461,7.988,7.971,10.546,12.005,11.996,11.854,11.146,14.83,12.651,14.42,24.919,26.203,28.661,29.451,30.845,32.784,32.732,35.813,33.243,29.753,32.105,25.236,24.912,21.893,18.017,14.834,14.11,11.186,10.349,9.171,10.116,11.179,10.865,10.426,7.349,7.282,8.275,8.42,8.359,7.822,9.264,9.924
27/04/2022,7.76,7.579,7.971,10.793,10.832,10.685,8.712,7.92,8.237,11.491,12.132,11.417,10.769,14.306,12.812,13.565,24.048,24.464,27.07,26.093,29.124,29.23,28.056,28.375,31.104,29.705,29.823,27.221,25.191,21.281,18.518,16.359,13.92,9.694,7.58,7.45,9.271,10.606,10.452,10.01,6.848,7.056,7.692,8.115,8.021,7.796,10.051,8.177
28/04/2022,7.75,8.004,8.909,10.973,11.023,8.544,8.268,8.22,11.273,11.998,12.291,11.751,11.196,12.562,12.015,11.945,24.67,25.272,28.98,26.755,30.25,29.47,29.398,32.758,30.106,33.843,31.155,29.947,25.505,21.223,17.424,15.531,12.13,10.023,8.808,7.284,9.151,10.599,10.464,10.063,7.28,7.068,8.055,8.309,8.151,7.999,10.335,8.019
29/04/2022,7.829,7.846,10.495,11.71,11.288,8.741,8.624,9.943,12.12,12.531,12.828,12.521,11.585,14.991,12.07,12.293,24.271,27.596,28.783,25.798,28.16,28.735,29.439,32.938,32.031,31.251,29.64,27.679,24.893,19.956,16.366,13.339,10.961,7.783,7.162,7.037,8.861,10.354,10.188,9.207,6.583,6.847,7.563,7.918,7.772,7.541,9.437,8.549
30/04/2022,7.034,7.4,8.52,10.529,10.599,8.448,8.088,7.829,10.548,10.764,10.769,10.954,8.326,10.375,9.656,11.822,10.481,10.505,9.689,10.402,9.394,8.314,8.801,9.898,11.098,9.25,10.349,10.126,9.694,10.584,9.135,8.213,9.8,9.766,9.202,9.281,10.387,10.748,8.244,7.582,7.817,10.443,11.17,11.82,11.552,11.023,11.084,9.257
01/05/2022,7.767,7.831,10.296,10.772,10.87,10.997,10.882,10.877,9.43,8.232,8.09,10.692,10.57,13.567,12.605,12.516,10.308,9.823,7.159,6.843,8.806,10.371,11.139,10.851,9.593,9.336,8.278,6.55,6.509,8.516,10.661,10.704,9.756,9.022,8.227,6.127,6.363,8.098,9.656,9.835,9.732,9.54,7.702,8.129,8.799,10.575,10.632,10.543
02/05/2022,10.702,9.807,8.271,8.035,9.735,10.999,11.014,11.004,11.46,11.561,10.971,8.789,7.891,12.905,12.684,11.4,11.767,13.231,12.303,10.923,9.067,11.093,10.726,10.709,9.631,8.643,9.403,8.94,8.962,9.922,10.591,9.32,8.681,7.743,7.505,7.426,9.12,10.855,10.721,10.26,7.805,7.107,8.194,8.124,8.362,7.836,10.819,7.956
03/05/2022,7.745,7.656,9.881,10.942,10.39,8.22,8.093,9.022,11.127,11.561,12.067,11.823,8.263,11.264,12.699,14.926,24.401,27.785,28.882,27.812,31.226,33.101,32.724,34.068,34.092,34.858,30.012,29.002,26.655,21.377,18.943,17.338,14.525,10.975,8.775,8.403,9.67,10.601,10.555,10.037,6.924,6.898,8.004,7.951,7.944,8.386,10.267,7.539
04/05/2022,7.815,8.347,10.683,10.632,10.649,7.704,7.767,8.532,10.87,11.273,11.878,11.441,10.476,13.392,11.482,12.715,25.306,27.245,30.046,28.894,36.66,32.026,31.006,34.865,31.591,34.86,31.299,30.595,24.377,22.743,18.924,16.392,14.942,10.15,7.97,7.136,9.096,10.471,10.169,9.924,6.677,6.543,7.383,7.822,7.589,7.455,9.85,7.205
05/05/2022,7.076,7.006,8.902,10.289,10.469,7.872,7.584,8.175,11.045,11.153,11.412,11.18,8.947,10.652,10.207,12.497,23.093,26.552,30.593,27.149,29.292,31.495,28.824,34.791,32.196,33.382,30.257,30.579,28.363,21.718,20.717,16.997,15.86,11.141,8.482,7.51,8.988,10.743,10.522,10.066,7.183,7.037,8.223,8.105,8.324,7.901,9.687,9.238
06/05/2022,7.776,8.009,8.52,10.536,10.769,8.542,7.853,7.75,10.169,11.46,11.967,11.796,11.407,11.573,11.201,12.514,24.423,26.95,28.771,29.196,31.563,31.745,31.822,28.956,34.577,34.373,30.514,28.928,25.954,20.729,18.891,14.218,11.89,9.703,8.472,6.953,8.594,9.848,9.658,9.139,6.178,6.24,6.384,7.442,7.46,7.263,9.295,7.841
07/05/2022,6.35,6.797,8.839,10.109,10.068,7.829,7.19,7.121,10.33,10.712,10.375,9.262,9.164,11.328,8.714,8.948,8.82,9.171,8.822,7.863,8.463,8.487,9.651,6.665,5.684,4.404,8.057,8.177,7.553,8.914,8.815,7.803,6.276,6.111,8.316,8.46,8.213,5.955,6.07,6.226,8.95,9.101,9.428,8.594,7.246,6.979,9.151,10.061
08/05/2022,9.871,9.987,8.703,7.044,6.912,9.053,9.84,10.006,9.934,10.013,8.707,6.048,6.103,11.352,11.573,11.153,8.705,8.609,7.949,6.908,5.076,6.079,9.452,8.971,7.469,7.906,7.402,5.851,4.776,6.679,8.835,9.994,8.573,8.345,5.612,5.426,5.46,8.316,9.07,9.019,7.93,6.168,6.963,8.155,10.224,9.927,9.848,8.578
09/05/2022,6.951,7.025,8.372,9.814,9.876,9.823,9.927,7.731,7.577,7.704,10.829,11.095,10.424,13.186,11.458,12.507,24.257,29.57,32.285,31.507,32.211,34.697,31.222,33.223,33.843,36.092,32.148,30.091,28.596,25.423,22.474,18.655,17.667,12.12,8.859,8.174,8.787,9.725,9.49,9.492,6.972,6.257,6.403,7.32,7.342,7.52,10.548,7.526
10/05/2022,7.464,7.33,9.722,10.479,9.233,7.296,7.375,8.609,10.409,10.968,11.124,10.481,9.459,10.313,10.589,11.986,24.555,27.473,28.378,26.955,28.517,30.087,28.759,30.382,29.686,34.104,32.34,28.529,27.336,22.611,18.941,17.026,12.756,10.39,8.71,7.436,8.827,9.804,9.692,9.348,6.54,6.29,6.476,7.315,7.258,7.724,10.138,7.327
11/05/2022,7.678,7.447,9.727,10.251,10.368,7.961,7.594,7.62,10.529,11.064,11.251,11.052,10.69,13.188,10.793,11.124,24.903,24.377,28.359,26.223,30.281,33.317,28.93,31.702,30.08,31.867,29.484,28.486,22.714,22.346,18.929,17.191,14.196,9.694,7.135,6.771,8.619,9.511,9.562,9.214,6.068,6.055,5.996,7.022,7.229,7.56,9.833,7.145
12/05/2022,7.157,7.392,9.799,10.2,8.852,7.246,7.306,9.108,10.551,10.899,10.668,10.027,8.347,10.275,9.262,10.524,21.956,24.763,28.954,26.48,29.237,30.408,31.227,32.468,35.222,35.427,29.6,29.578,22.683,22.397,19.342,15.958,13.507,8.986,7.373,7.335,8.498,9.819,9.704,9.384,6.482,6.276,6.336,7.155,7.162,7.215,9.888,7.887
13/05/2022,7.318,7.325,8.218,10.282,10.313,8.863,7.282,7.527,9.632,10.817,11.031,10.344,10.229,12.648,10.07,13.28,21.797,28.008,31.738,28.027,30.675,34.133,31.757,34.721,32.851,32.381,32.674,26.95,23.434,22.33,17.266,13.582,12.111,8.398,7.613,8.05,9.622,10.327,10.104,9.387,6.852,6.893,6.814,7.661,8.127,8.206,10.107,7.563
14/05/2022,7.025,7.289,9.567,10.483,10.253,7.829,7.411,7.839,10.471,10.563,10.447,9.483,8.672,9.658,9.538,9.557,9.514,9.113,9.49,8.906,8.808,8.007,6.735,7.743,7.999,8.6,8.638,9.048,7.251,7.133,7.87,8.355,8.998,8.489,8.986,6.058,6.341,6.389,9.048,9.631,9.538,7.22,6.79,7.582,9.319,10.469,10.339,10.436
15/05/2022,8.261,7.431,7.433,9.492,10.306,10.351,10.472,10.361,8.295,7.685,7.572,9.247,9.624,12.92,12.35,12.048,8.724,6.708,6.538,7.056,8.914,9.166,9.735,9.948,8.559,5.647,6.058,5.888,8.599,9.723,9.756,10.471,6.85,5.662,6.223,8.503,9.341,9.389,7.666,6.567,6.538,7.21,9.631,10.126,10.426,8.434,7.323,7.212
16/05/2022,9.101,10.181,10.186,10.246,8.83,7.282,7.512,8.856,10.956,10.812,11.242,11.211,9.087,10.248,10.291,11.544,21.003,25.894,33.103,31.436,31.078,32.261,32.266,32.76,34.135,33.74,28.762,24.888,21.675,23.604,21.168,19.62,16.958,11.458,8.318,7.916,8.89,10.534,10.568,9.922,6.816,6.699,7.087,7.301,7.874,7.856,8.412,10.241
17/05/2022,7.764,7.829,7.891,10.496,10.81,9.197,7.783,7.8,9.982,11.458,11.261,10.558,9.418,10.491,10.755,13.248,23.328,27.19,26.427,27.48,29.794,29.9,30.571,31.546,33.98,33.204,28.198,27.6,26.395,25.296,22.882,19.316,14.393,9.521,8.46,7.74,9.353,10.171,10.157,9.662,6.598,6.458,6.25,6.986,7.527,9.48,9.473,7.457
18/05/2022,7.568,9.046,10.647,10.589,10.8,9.668,7.531,7.592,10.534,11.16,11.549,10.762,10.589,13.323,11.525,10.327,22.606,24.704,28.39,27.029,29.595,28.673,27.31,29.933,29.537,31.608,30.545,25.69,24.106,22.313,19.99,16.387,16.34,11.904,9.763,8.112,9.389,10.188,10.102,9.61,6.363,6.533,6.329,7.02,7.793,7.459,10.311,7.491
19/05/2022,7.462,7.419,9.43,10.411,10.388,8.899,7.601,7.493,10.45,11.05,10.817,10.498,10.598,13.169,12.948,13.798,22.196,24.713,25.654,25.63,29.734,29.976,28.683,30.725,29.895,29.194,30.576,25.712,23.587,21.423,20.686,16.553,11.935,8.436,7.409,7.142,8.412,9.708,9.708,9.216,6.267,6.574,6.351,6.586,7.476,7.33,8.357,9.365
20/05/2022,7.428,7.313,7.304,9.499,10.148,9.358,7.385,7.344,8.489,10.827,10.911,10.164,10.253,11.511,10.128,10.923,23.82,27.528,26.94,27.307,28.356,32.302,31.472,31.687,33.682,29.763,31.496,28.291,22.884,19.471,15.768,10.553,9.49,7.368,6.596,6.631,8.561,9.446,9.389,8.796,6.279,6.027,5.945,6.716,7.051,6.975,9.953,7.385
21/05/2022,6.612,6.679,8.902,10.003,10.135,7.851,7.212,7.344,10.366,10.318,9.696,9.055,8.614,8.909,8.395,9.879,9.929,9.286,8.669,9.096,8.513,7.095,7.097,7.676,9.718,8.676,7.973,7.992,8.45,5.904,7.164,8.583,10.426,8.504,8.554,7.975,5.578,5.705,6.408,8.902,8.981,8.935,9.029,7.126,6.989,7.025,9.958,9.802
22/05/2022,10.003,9.941,10.577,7.69,7.459,8.059,10.392,10.392,10.668,10.584,10.32,7.234,6.228,8.738,10.812,10.731,9.224,9.379,8.907,8.566,5.919,6.847,8.52,10.04,8.89,8.671,8.765,7.999,6.432,6.658,7.222,10.366,8.518,8.158,8.271,7.318,5.472,5.847,6.888,8.58,8.938,8.914,9.068,6.574,7.299,7.483,10.064,10.056
23/05/2022,10.085,9.824,9.821,7.292,7.236,7.85,10.011,10.083,10.697,10.937,10.472,9.854,7.244,10.056,10.527,11.671,22.457,24.986,29.271,28.047,30.6,30.807,31.74,31.267,34.016,33.23,29.151,30.269,27.845,23.979,22.498,16.354,14.779,12.646,10.419,9.149,10.582,12.139,12.197,11.772,9.053,8.64,6.456,6.413,7.099,7.049,9.372,7.824
24/05/2022,7.025,7.142,8.42,10.181,10.14,8.026,7.207,7.212,10.318,10.764,10.716,10.049,10.08,9.862,10.615,11.004,21.764,26.962,29.535,29.633,30.797,32.256,30.994,32.674,31.676,33.204,29.487,29.846,24.37,20.378,19.167,15.116,14.292,10.344,7.757,7.016,8.585,9.658,9.584,9.142,6.142,6.185,6.231,6.948,7.171,7.299,9.737,6.987
25/05/2022,7.27,7.138,8.899,10.111,10.2,7.376,7.301,7.38,10.596,10.906,11.105,10.287,10.097,9.989,10.39,10.731,22.973,25.294,28.183,25.728,30.368,29.907,27.883,30.571,29.271,31.172,31.418,26.952,25.071,21.761,19.488,18.586,15.408,12.355,11.712,9.62,8.614,9.629,9.458,9.25,5.983,5.959,6.161,6.175,7.253,7.903,10.073,7.38
26/05/2022,7.32,7.263,9.295,10.318,9.898,7.267,7.272,8.295,10.776,10.985,11.316,10.349,8.163,9.912,9.895,12.646,22.472,24.567,27.276,28.174,29.755,31.212,27.965,32.652,27.643,34.32,30.634,29.578,21.658,20.854,19.747,16.5,16.368,10.035,8.424,7.359,8.674,10.09,10.061,9.672,6.768,6.598,6.6,6.922,7.767,8.028,11.055,8.242
27/05/2022,7.817,7.959,10.205,10.839,9.955,7.834,7.814,9.456,11.021,11.381,11.254,10.707,10.598,10.416,10.551,13.551,18.792,24.723,29.482,26.503,31.167,32.324,32.014,29.515,32.525,34.368,30.159,29.834,23.156,22.419,16.63,13.932,10.392,8.299,7.625,7.159,8.621,9.756,9.771,8.914,6.327,6.3,6.235,6.257,7.426,7.75,10.258,7.488
28/05/2022,6.776,7.442,9.324,10.268,10.241,7.366,7.459,7.757,10.423,10.827,10.313,9.564,9.54,9.876,8.984,8.664,9.396,9.247,9.015,8.935,8.528,9.994,8.981,7.447,5.962,8.283,8.563,8.523,8.847,9.867,6.996,7.366,5.983,8.259,8.53,8.672,8.705,6.548,6.094,6.036,9.166,9.178,9.166,8.873,7.143,7.344,7.855,10.121
29/05/2022,10.109,10.159,10.075,9.032,7.234,7.284,9.214,10.678,10.695,10.582,9.768,9.406,8.042,8.972,8.561,11.165,8.746,8.681,9.041,9.053,8.369,8.266,6.358,6.449,6.317,8.379,8.062,8.016,8.091,9.269,6.732,6.967,6.18,8.182,8.597,8.765,9.012,6.372,6.128,6.072,8.643,9.168,9.336,9.487,9.031,7.208,7.186,9.118
30/05/2022,10.282,10.308,10.251,10.311,10.234,7.397,7.553,8.525,11.388,11.223,11.381,10.666,10.586,13.428,11.808,10.851,11.182,12.968,13.191,10.966,10.356,11.333,11.35,11.366,9.228,9.684,9.951,10.474,8.787,10.188,9.821,9.355,7.793,7.181,6.886,6.938,8.295,9.874,9.874,9.37,6.931,6.312,6.224,6.326,7.373,7.846,10.155,7.539
31/05/2022,7.606,7.623,9.617,10.529,10.212,7.675,7.865,8.112,10.795,11.223,10.486,10.839,10.736,11.58,11.179,11.657,12.595,12.66,11.772,10.519,10.445,11.518,11.9,11.642,10.421,9.247,9.305,9.363,9.139,11.139,10.858,9.552,8.396,7.896,7.142,7.239,9.387,10.152,10.21,9.843,6.723,6.627,6.578,6.31,7.111,7.543,9.015,9.495
01/06/2022,7.762,7.647,9.135,10.944,11.22,8.662,7.949,8.155,10.157,10.982,10.99,11.239,11.055,13.186,10.987,10.09,10.303,11.268,9.463,7.884,7.894,9.977,10.529,10.042,8.477,8.237,7.644,8.338,8.825,9.665,9.475,9.535,7.556,7.289,7.505,7.344,9.175,10.414,10.478,9.5,6.835,6.893,7.075,6.936,7.601,7.894,8.019,8.014
02/06/2022,10.755,8.04,7.963,7.949,10.042,11.002,9.298,8.012,8.227,9.915,10.769,11.158,11.047,11.22,10.803,11.201,11.575,12.343,10.767,9.161,9.427,10.205,10.498,10.75,9.14,9.67,8.892,9.324,9.439,10.008,10.436,10.238,8.667,8.12,8.263,7.92,9.531,10.591,10.488,10.227,7.659,7.539,7.481,7.685,8.65,8.568,8.981,11.582
03/06/2022,8.554,8.568,8.633,11.566,11.655,10.64,8.551,8.633,9.583,12.199,11.878,11.424,11.352,11.414,11.434,11.525,11.602,12.768,9.67,9.485,9.639,9.593,10.337,10.325,9.883,9.747,9.053,9.442,8.914,10.27,10.095,9.425,8.534,7.707,7.7,7.769,9.437,10.515,10.673,9.725,6.893,7.04,7.092,7.03,7.851,8.019,8.083,9.497
04/06/2022,9.158,7.839,8.052,8.916,11.153,11.093,8.408,8.419,8.468,10.008,10.157,10.241,10.023,9.559,9.063,9.339,10.685,9.231,9.54,9.291,9.502,7.675,7.193,7.925,8.614,8.863,8.228,8.803,5.247,6.953,7.018,10.008,9.072,8.894,6.627,6.279,6.9,6.631,9.704,9.972,8.952,6.943,6.98,6.962,8.64,11.04,10.992,9.488
05/06/2022,7.992,7.942,8.909,10.894,10.829,10.8,9.123,7.916,7.891,9.42,10.157,9.811,9.744,10.474,9.372,7.738,9.226,8.803,8.427,9.437,8.391,6.644,7.562,6.725,8.722,8.105,8.921,8.544,5.614,6.343,6.924,9.027,9.605,9.152,8.218,6.243,6.507,6.742,8.151,9.835,9.895,7.438,7.037,6.917,7.975,11.024,11.062,9.996
06/06/2022,8.028,7.978,8.268,10.959,10.923,10.98,9.451,8.287,8.583,10.404,10.685,10.997,10.781,12.125,10.658,13.356,22.505,24.151,27.492,25.515,28.116,28.308,28.272,31.38,30.051,33.161,27.97,27.096,22.963,20.004,18.495,17.28,15.725,10.31,8.796,8.256,9.123,10.364,10.267,9.886,6.96,6.785,6.915,6.838,7.915,7.836,7.966,7.846
07/06/2022,10.968,8.174,7.973,8.007,8.604,10.759,10.445,7.86,8.158,7.858,10.248,10.82,10.481,11.048,10.466,10.817,21.216,25.685,24.18,25.651,30.463,29.508,30.358,31.056,31.298,32.247,28.248,25.332,24.521,23.907,19.13,14.808,12.036,9.61,8.736,7.625,9.512,10.265,10.14,9.243,6.701,6.677,6.675,7.006,7.812,7.58,7.723,7.731
